numerology,speed,block size,mcs,channel,beta,mse
0,0,256,23,CDL_D,9.999997064574263,0.02400490304541251
0,0,512,23,CDL_A,9.999977601159234,0.06758373807119075
0,0,512,23,CDL_D,9.999984620901184,0.02926609678208102
0,0,1024,23,CDL_A,43.44703637094818,0.0712444218559585
0,0,1024,23,CDL_D,28.457619498144812,0.03000815201588522
0,0,2048,23,CDL_A,98.11191073217857,0.05047309865347368
0,0,2048,23,CDL_D,41.91761315081879,0.029945402268708583
0,0,4096,23,CDL_A,108.50426611054306,0.04995229102571113
0,0,4096,23,CDL_D,43.99923813147656,0.033290169308264936
0,0,8192,23,CDL_A,90.71430241439882,0.04539159536446842
0,0,8192,23,CDL_D,66.22630111755555,0.033705472363465425
0,0,256,24,CDL_A,9.99999059217563,0.06409589315600901
0,0,256,24,CDL_D,9.999995729805558,0.025534073393170303
0,0,512,24,CDL_A,9.999974642698929,0.06624993859572138
0,0,512,24,CDL_D,9.999982463084832,0.030809854092199156
0,0,1024,24,CDL_A,10.000027766191181,0.06627524244919313
0,0,1024,24,CDL_D,52.46252057943646,0.03717878198221268
0,0,2048,24,CDL_A,140.95143856956588,0.04691980104404657
0,0,2048,24,CDL_D,58.65167425815046,0.03084109153555269
0,0,4096,24,CDL_A,146.4116411239949,0.05267185442108824
0,0,4096,24,CDL_D,77.8764879414491,0.033969896776732796
0,0,8192,24,CDL_A,193.99919727136654,0.04708063252040801
0,0,8192,24,CDL_D,115.92738709388584,0.034702620502214586
0,0,256,25,CDL_A,9.999990459024227,0.06309967522126664
0,0,256,25,CDL_D,9.999995225246774,0.02661567059118398
0,0,512,25,CDL_A,9.999974564517244,0.06604904660407653
0,0,512,25,CDL_D,9.999982838313647,0.030828936044452287
0,0,1024,25,CDL_A,10.000050400269744,0.0744799905536196
0,0,1024,25,CDL_D,10.000003880376891,0.029956725945383195
0,0,2048,25,CDL_A,251.8236259464073,0.05244971054123184
0,0,2048,25,CDL_D,89.58388859469714,0.031428552753157216
0,0,4096,25,CDL_A,247.23675949290464,0.053921219362270754
0,0,4096,25,CDL_D,75.48435932661401,0.03531178824928751
0,0,8192,25,CDL_A,245.80671068645188,0.04552221305053964
0,0,8192,25,CDL_D,107.60915211604342,0.034124780843551944
0,0,256,26,CDL_A,9.999989232674972,0.06466639762816469
0,0,256,26,CDL_D,9.999993784300298,0.02554223770553383
0,0,512,26,CDL_A,9.999971751916535,0.06576993562457564
0,0,512,26,CDL_D,9.999974004101357,0.031062618663320135
0,0,1024,26,CDL_A,10.000081766589323,0.07447209948918423
0,0,1024,26,CDL_D,42.29869127344689,0.03336516063001042
0,0,2048,26,CDL_A,225.5603800090724,0.04939881786671921
0,0,2048,26,CDL_D,83.4812090141359,0.030935855902640974
0,0,4096,26,CDL_A,232.41476355473287,0.05028466199174812
0,0,4096,26,CDL_D,116.56941410943189,0.03342121120377006
0,0,8192,26,CDL_A,228.97005489103194,0.04267353553739684
0,0,8192,26,CDL_D,137.83463708879395,0.03336041616608557
0,0,256,27,CDL_A,9.999986834762453,0.06042764036223449
0,0,256,27,CDL_D,9.999991176211633,0.023115536583209296
0,0,512,27,CDL_A,9.99995786749645,0.06441278275531598
0,0,512,27,CDL_D,9.999973982964244,0.030379697119320877
0,0,1024,27,CDL_A,10.000044141642757,0.0684521632620663
0,0,1024,27,CDL_D,10.000063688170401,0.03631443516510439
0,0,2048,27,CDL_A,320.56498026952966,0.04743296003152445
0,0,2048,27,CDL_D,103.77188206339136,0.029737529398585243
0,0,4096,27,CDL_A,392.7683101269017,0.06220769460907418
0,0,4096,27,CDL_D,166.0461047962936,0.03365178031407964
0,0,8192,27,CDL_A,572.4390675000149,0.04606156126775156
0,0,8192,27,CDL_D,235.13440784874942,0.03254630454622513
0,3,256,1,CDL_A,0.1,0.03519597638504137
0,3,256,1,CDL_D,0.1,0.009833098005644577
0,3,512,1,CDL_A,0.10000000000000002,0.028810147951132663
0,3,512,1,CDL_D,0.1,0.012550804725322278
0,3,1024,1,CDL_A,0.1,0.03573279997680037
0,3,1024,1,CDL_D,0.1,0.01810145725233951
0,3,2048,1,CDL_A,0.1,0.034577637463562065
0,3,2048,1,CDL_D,0.10000000000000002,0.016971507230383404
0,3,4096,1,CDL_A,0.1,0.03237466802789401
0,3,4096,1,CDL_D,0.1,0.026795307787735968
0,3,8192,1,CDL_A,0.1,0.03988197630866777
0,3,8192,1,CDL_D,0.1,0.028167035522601663
0,3,256,2,CDL_A,0.18521004487833945,0.034530694418867476
0,3,256,2,CDL_D,0.1,0.012309142553295637
0,3,512,2,CDL_A,0.14343272968641158,0.032948317226498665
0,3,512,2,CDL_D,0.11032661790761458,0.015654454527255682
0,3,1024,2,CDL_A,0.1374397590653756,0.03500795389332615
0,3,1024,2,CDL_D,0.1,0.020052166018489533
0,3,2048,2,CDL_A,0.1496075506248923,0.03653143975772974
0,3,2048,2,CDL_D,0.15875234414691114,0.02106933954685934
0,3,4096,2,CDL_A,0.1571290522432443,0.035281314591293425
0,3,4096,2,CDL_D,0.1,0.03160235265253532
0,3,8192,2,CDL_A,0.2206066892597831,0.04345504037020583
0,3,8192,2,CDL_D,0.1,0.03047988551721072
0,3,256,3,CDL_A,0.2847729276524659,0.04431287153787893
0,3,256,3,CDL_D,0.1,0.014817233627740936
0,3,512,3,CDL_A,0.1948455545135192,0.03364900356430873
0,3,512,3,CDL_D,0.1,0.016495555241518405
0,3,1024,3,CDL_A,0.19879185620103507,0.04103082496048511
0,3,1024,3,CDL_D,0.1,0.02193959563272519
0,3,2048,3,CDL_A,0.19729740364396828,0.03953403810404611
0,3,2048,3,CDL_D,0.15085958619130097,0.023083684091657404
0,3,4096,3,CDL_A,0.2872816396635856,0.03700695831672065
0,3,4096,3,CDL_D,0.24205596256413778,0.033672506584292564
0,3,8192,3,CDL_A,0.3373990197102997,0.04501840576423037
0,3,8192,3,CDL_D,0.15311257111501186,0.03321900480480251
0,3,256,4,CDL_A,0.2969901391263249,0.04543705464994396
0,3,256,4,CDL_D,0.1603334606034774,0.016709752982647437
0,3,512,4,CDL_A,0.2670889593134264,0.03504682398391255
0,3,512,4,CDL_D,0.12500730511725774,0.017251542468899254
0,3,1024,4,CDL_A,0.297066391779784,0.0454133963168419
0,3,1024,4,CDL_D,0.14692263790770396,0.024237279281391928
0,3,2048,4,CDL_A,0.28078103747631233,0.04099578891566086
0,3,2048,4,CDL_D,0.1605831399583056,0.025068458761002006
0,3,4096,4,CDL_A,0.38711122436799555,0.0388024465530576
0,3,4096,4,CDL_D,0.23995610195217618,0.03623304770488054
0,3,8192,4,CDL_A,0.5240900502849707,0.04651739226646172
0,3,8192,4,CDL_D,0.2633031308000847,0.036359729243745684
0,3,256,5,CDL_A,0.4105927993283033,0.04493556321640622
0,3,256,5,CDL_D,0.10536352521414497,0.017558765647501955
0,3,512,5,CDL_A,0.33215731530437637,0.03801121958230097
0,3,512,5,CDL_D,0.1880047204264803,0.020233134818713732
0,3,1024,5,CDL_A,0.3665632527246226,0.04407523128235152
0,3,1024,5,CDL_D,0.21348848274031157,0.024513070286814848
0,3,2048,5,CDL_A,0.3554824894029416,0.040746102540322925
0,3,2048,5,CDL_D,0.22956016494601164,0.025625003157648225
0,3,4096,5,CDL_A,0.4631077310772265,0.03976836120038302
0,3,4096,5,CDL_D,0.28515509177314124,0.037139647416993715
0,3,8192,5,CDL_A,0.6345417908618323,0.046566671197108576
0,3,8192,5,CDL_D,0.3052164615182445,0.03504875240141856
0,3,256,6,CDL_A,0.6248701096265866,0.04850254822289906
0,3,256,6,CDL_D,0.20649405925662317,0.02119155674949218
0,3,512,6,CDL_A,0.46102008826241647,0.040592107826788085
0,3,512,6,CDL_D,0.1673216425080853,0.021463098149248367
0,3,1024,6,CDL_A,0.5588720870594156,0.047342571445581634
0,3,1024,6,CDL_D,0.24811413208647043,0.027415262620999265
0,3,2048,6,CDL_A,0.5564910554426468,0.042836941602080764
0,3,2048,6,CDL_D,0.39788163020289324,0.028506621137979887
0,3,4096,6,CDL_A,0.7346306136099721,0.04064743981764681
0,3,4096,6,CDL_D,0.38228442455024714,0.039668410313175306
0,3,8192,6,CDL_A,0.9572554154446851,0.0475825059082603
0,3,8192,6,CDL_D,0.4419144068523598,0.0387939555293742
0,3,256,7,CDL_A,0.927484763377108,0.0498996036392577
0,3,256,7,CDL_D,0.39467493833275513,0.022299398502753275
0,3,512,7,CDL_A,0.6290610606628388,0.045247281698171354
0,3,512,7,CDL_D,0.32542686424532197,0.023878825042890222
0,3,1024,7,CDL_A,0.7019726991945573,0.04992830050004045
0,3,1024,7,CDL_D,0.3214889673790662,0.029794902878935586
0,3,2048,7,CDL_A,0.6389474069738883,0.04361462653754513
0,3,2048,7,CDL_D,0.5427639839828058,0.02943347154303592
0,3,4096,7,CDL_A,1.0086892723168506,0.041286361733079785
0,3,4096,7,CDL_D,0.6230958136200536,0.040465118965939684
0,3,8192,7,CDL_A,1.3889246933312056,0.048541230089394
0,3,8192,7,CDL_D,0.6324604544073059,0.03846279195328547
0,3,256,8,CDL_A,0.9999616151511999,0.058102387165582844
0,3,256,8,CDL_D,0.999986677800913,0.019593641827802648
0,3,512,8,CDL_A,0.7828113200734637,0.051938012495662024
0,3,512,8,CDL_D,0.3249633732929892,0.022893737136346643
0,3,1024,8,CDL_A,0.8823516779330614,0.04298741688923898
0,3,1024,8,CDL_D,0.29390006350962333,0.022398890098742002
0,3,2048,8,CDL_A,0.9053915748185141,0.046874215439740644
0,3,2048,8,CDL_D,0.5627911616662844,0.030702636166055765
0,3,4096,8,CDL_A,1.0319777571695423,0.0430743013586164
0,3,4096,8,CDL_D,0.7015431400822404,0.029343870612407546
0,3,8192,8,CDL_A,1.3891536982941677,0.040920134392796
0,3,8192,8,CDL_D,0.6965554263120259,0.04024340202464079
0,3,256,9,CDL_A,0.9999620011419985,0.0598961601394273
0,3,256,9,CDL_D,0.9999862067054904,0.023552398976385825
0,3,512,9,CDL_A,1.4863650161901574,0.05200625063222071
0,3,512,9,CDL_D,0.6027798168619697,0.02345475423557091
0,3,1024,9,CDL_A,1.1143947148696798,0.04109396936485853
0,3,1024,9,CDL_D,0.6192716396859484,0.02468433496273843
0,3,2048,9,CDL_A,1.3318683398103879,0.049072810071565394
0,3,2048,9,CDL_D,0.4633967166457474,0.0299401542087989
0,3,4096,9,CDL_A,1.4357064278899394,0.04318963832016125
0,3,4096,9,CDL_D,1.1767180394878203,0.03081212940071032
0,3,8192,9,CDL_A,1.6175489304664457,0.04120918584544419
0,3,8192,9,CDL_D,1.0418449957845692,0.04054718059165653
0,3,256,10,CDL_A,0.9999396963973874,0.05960087044148967
0,3,256,10,CDL_D,0.9999818767147042,0.02369733925160306
0,3,512,10,CDL_A,2.0112756385654307,0.05123797033297016
0,3,512,10,CDL_D,0.6763813755948844,0.023672666239982564
